index,sentence_id,Sentence,MOS
943,1063,Das gilt nur für Züge von der Deutschen Bahn.,1.0
662,753,Die Vergabe des Friedensnobelpreises ist besonders stark geprägt von Widersprüchen und ist entsprechend umstritten.,3.111111111
668,760,Die Entscheidung fiel aber zugunsten von Quaker Peace and Social Witness aus.,3.4
11,15,"Zudem erfolgt im Laufe des Auslaufprozesses eine Anreicherung von Seifenfilm-stabilisierenden Tensidmolekülen im unteren Bereich der Seifenblase, sodass deren obere Region infolge des relativen Mangels von an die Oberfläche adsorbierten Tensidmolekülen zusätzlich destabilisiert wird.",5.7
396,453,Der zunehmende Abfluss des Gletscherwassers führt zudem zum globalen Anstieg des Meeresspiegels und bedroht damit auch nicht unmittelbar im Einflussbereich von Gletschern lebende Menschen.,3.583333333
581,656,"Dieser wurde großteils nicht mehr wiederverwendet, sondern weitgehend vollständig deponiert.",2.636363636
42,54,Ab dem 4 Jahrhundert wurden öffentliche Bäder zu einer verbreiteten Einrichtung in griechischen Städten.,2.0
167,202,"Ein Spielwürfel, umgangssprachlich einfach (wie auch ursprünglich) Würfel (von althochdeutsch wurfil: verwandt mit Wurf und werfen), ist ein Gegenstand, der nach einem Wurf auf einer waagerechten Ebene eine von mehreren unterscheidbaren stabilen Ruhelagen einnimmt und in vielen Spielen zum Erzeugen eines zufälligen Symbols (oft einer Zufallszahl) dient.",5.0
416,474,"Dadurch nimmt die Gletscherfläche im Zehrgebiet, dort ist die Ablation am höchsten, zu.",4.0
824,934,"Auch um den hohen Zeitaufwand dieses Verfahrens zu umgehen, werden jedoch immer mehr Gesetzesvorschläge in informellen Trilogverfahren verhandelt, um dann bereits in erster Lesung beschlossen werden zu können: zwischen 2004 und 2009 etwa traf dies auf 72 % aller Gesetzesentwürfe zu, im Vergleich zu 33 % zwischen 1999 und 2004.",4.75
426,485,Zuverlässige und instrumentell ermittelte Temperatur- und Klimadaten stehen auf breiterer Basis erst seit der zweiten Hälfte des 19 Jahrhunderts zur Verfügung.,3.7
544,617,Die jüngeren Gesteine aus Quartär und Kreide sind nur im Osten des Parks aufgeschlossen und bestehen aus Sand- und Schluffstein.,4.222222222
959,1079,"Sie können Arbeiten ausprobieren, die Sie noch nicht kennen.",1.0
855,968,"Die als Bestandteil des Binnenmarkts in der Einheitlichen Europäischen Akte festgeschriebene Freizügigkeit des Personenverkehrs wurde durch das 1985 in Schengen getroffene Abkommen zunächst von den Beneluxstaaten, Frankreich und der Bundesrepublik Deutschland auf den Weg gebracht, ohne dass aber die dazu nötige polizeiliche Zusammenarbeit und Vereinheitlichung der Visa die Durchführung schon gestattet hätte.",5.538461538
746,847,"Ob Albert schon zu jener Zeit an die Isar kam oder erst 1885 als Sechsjähriger, ist unter Historikern umstritten.",3.0
972,1092,Sie erleben neue Dinge.,1.0
257,300,Parallel dazu findet eine gesellschaftspolitische Debatte statt und vollzieht sich ein allmählicher Paradigmenwechsel in Bezug auf Beschäftigungsmodelle sowie in Bezug auf das zugrunde liegende Gesellschafts- und Familienmodell.,3.285714286
335,387,Der mögliche Kollaps von Teilen des antarktischen Eisschildes ist in diesen Berechnungen noch eingeschlossen und würde zu massiven zusätzlichen Erhöhungen führen.,3.111111111
15,20,Bei abnehmender Schichtdicke wird die Seifenhaut zunächst farblos und zum Schluss dunkel.,3.75
539,612,"Über 2100 Höhenmeter in acht stratigrafischen Schichten sind im Park aufgeschlossen, was das Gebiet zum besten Forschungsgebiet für die physikalische und chemische Zusammensetzung proterozoischer Gesteine und damit der Umweltbedingungen auf der Erde im Zeitraum von vor zwischen 1,5 Milliarden und 900 Millionen Jahren weltweit macht.",5.888888889
324,376,In den oberen Schichten der Ozeane wird es teilweise durch Photosynthese gebunden.,2.2
835,947,"Nach dieser Eingliederung in das ordentliche Gesetzgebungsverfahren bedürfen Verhandlungsergebnisse der Europäischen Kommission im Bereich der Gemeinsamen Handelspolitik der Genehmigung des Europäischen Parlaments, bevor zur Beschlussfassung durch den Europäischen Rat übergegangen werden kann.",5.555555556
222,264,"Die Klinge muss vor jeder Rasur auf einem Streichriemen abgeledert und in regelmäßigen Abständen nachgeschliffen werden, um die Schärfe der Schneide zu erhalten.",3.5
179,216,"Verwendung finden Würfel in Rollenspielen, bei denen sich in den letzten Jahrzehnten die Verwendung einer Vielzahl weiterer Würfel mit anderen Seitenzahlen durchgesetzt hat, um die Zufallsentscheidungen flexibler und vielfältiger zu gestalten.",4.1
99,119,"In Österreich ist der Begriff Bankautomat bzw Bankomat etabliert, in der Schweiz und in Liechtenstein wird der Begriff Bancomat für Automaten, deren Betreiber eine Bank ist, sowie Postomat für Automaten der Post verwendet.",3.0
521,593,"Außerhalb des Parks schließen sich im Westen der Flathead National Forest und im Südosten der Lewis and Clarck National Forest an, zwei Nationalforste unter der Verwaltung des US Forest Service.",4.4
22,30,"Durch Minimierung der Oberfläche zwingt sie die Blase in diese Form, da von allen möglichen Formen zu einem gegebenen Volumen die Kugel die kleinste Oberfläche aufweist.",3.666666667
356,409,"Da der pH-Wert der Meere über den Henry-Koeffizienten direkt mit der Kohlenstoffdioxidkonzentration der Atmosphäre gekoppelt ist, lassen sich so auch Paläo-CO2-Konzentrationen bestimmen.",4.363636364
728,827,"In diesem Zusammenhang verstand er sich selbst als Pazifist, Sozialist und Zionist.",2.0
938,1058,Und es gibt den grün-roten Behinderten-Ausweis.,1.0
765,868,"Über die Parlamentarisierung hinausgehende, von rätedemokratischen Ideen geleitete Ziele des linken Flügels der Revolutionäre scheiterten am Widerstand der SPD-Führung.",3.642857143
340,392,Als Versauerung der Meere wird die Abnahme des pH-Wertes des Meerwassers bezeichnet.,2.133333333
431,491,"Bereits im 19 Jahrhundert wurde anhand von geologischen Klimazeugen wie Trogtälern, Grundmoränen oder Gletscherschliffen eine lange währende Eiszeit mit großräumigen Vergletscherungen (damals oft „Weltwinter“ genannt) sowohl in Europa als auch auf anderen Kontinenten direkt nachgewiesen.",4.8
601,680,"Erst bei Ausbruch des Zweiten Weltkriegs 1939 kehrte Churchill, der als erklärter Gegner Hitlers bekannt war, in die Regierung zurück, zunächst erneut als Erster Lord der Admiralität.",3.777777778
909,1029,Alte Menschen brauchen oft besondere Hilfen beim Wohnen.,1.363636364
203,243,"Wenn man diese Bedingungen nicht vorab kennt oder wenn sie wechseln, dann ist ein genauer Ausgleich von vornherein unmöglich.",3.0
688,782,Nach dem Ende der Napoleonischen Kriege 1815 übte Großbritannien über ein Jahrhundert lang eine nahezu unangefochtene Dominanz über die Weltmeere aus.,2.285714286
93,112,"Die Hand sollte die gerade Verlängerung des Unterarms bilden und weder nach oben noch nach unten geknickt werden, um so durch das Handgelenk eine permanente und ungehinderte Blutversorgung der gesamten Hand sicherzustellen.",4.7
788,895,"Um die Demonstranten kurz vor ihrem Ziel am weiteren Vordringen zu hindern, befahl ein Leutnant namens Oskar Steinhäuser seiner Patrouille, zunächst Warnschüsse, dann gezielte Schüsse in die Menge abzugeben.",3.583333333
68,86,"Der Geschwindigkeitsweltrekord, der in Bergabfahrt auf einem speziell angefertigten Mountainbike ohne Hilfsantrieb erreicht wurde, liegt bei 223,3 km/h.",3.3
679,772,"Im Jahr 1922, zur Zeit seiner größten Ausdehnung, umfasste es mit 458 Millionen Einwohnern ein Viertel der damaligen Weltbevölkerung.",2.769230769
284,331,In dieser Situation verlieren Männer mit niedrigem Einkommens- und Bildungsniveau besonders häufig den Kontakt zu ihren Kindern.,2.0
875,988,Der Name Martin Luther war für den Vater und später für den Sohn Ausdruck tiefen religiösen Empfindens.,2.222222222
434,498,Allerdings deckt die 14C-Methode nur einen relativ schmalen zeitlichen Bereich von 300 bis maximal 57000 Jahren ab.,3.625
153,184,"Unabhängig von Tainter, der seine Ideen nicht publiziert hatte, gelangte im Jahre 1887 der deutsch-amerikanische Erfinder und Industrielle Emil Berliner bei seinen Versuchen mit dem Edison-Phonographen zu einem ähnlichen Verbesserungskonzept.",3.555555556
75,93,Generell gilt Fahrradfahren als sehr gesund (Herz- und Kreislauftraining) und gelenkschonend.,1.875
894,1010,Er wollte damals trotz seines tiefen Glaubens kein Prediger werden.,2.3
580,655,"Ein normaler Haushalt, der vor 150 Jahren mit etwa 150 Dingen auskam, verwendete nun mehr als 20000 Gegenstände, vom Zahnstocher bis zum Haarfestiger, vom Kleiderschrank bis zur Heftzwecke, und produzierte beispielsweise in der Bundesrepublik in den 1970er Jahren im Durchschnitt eine Hausmüllmenge von 4,7 kg pro Einwohner und Woche, das sind 244 kg pro Einwohner und Jahr.",3.2
446,511,"Nachdem das erste Wasser kondensiert war, entstand allmählich der Wasserkreislauf und damit die Hydrosphäre.",2.7
188,226,"Statt mit ihnen zu würfeln, also Zufallsergebnisse zu erzeugen, können Würfel gezielt auf bestimmte Werte gedreht und so zu deren Anzeige genutzt werden.",3.666666667
271,315,"Heute gilt die Vereinbarkeit von Familie und Beruf als eine der zentralen Herausforderungen der Beschäftigungs- und Sozialpolitik in Europa und in den einzelnen europäischen Staaten zB Deutschland, Österreich und der Schweiz.",2.666666667
236,278,Das Messer wurde unter Verwendung von Öl auf einem Stein geschärft und nach dem Gebrauch in einem Kästchen aufbewahrt.,2.857142857
487,557,Ihr Vorkommen korreliert stark mit aktiven oder ehemals aktiven Vulkanregionen.,2.7
559,633,"Diese Abwertung wird auch als Downcycling bezeichnet, während beim Upcycling aus Abfallstoffen eines Prozesses hochwertigere Produkte hergestellt werden können .",3.4
117,143,"Insbesondere in den USA, Kanada und einigen Golfstaaten gibt es auch Bankautomaten, die aus dem Auto heraus bedient werden können.",2.333333333
890,1005,"Im Hauptfach Soziologie wurde er von Walter P Chivers in die Problematik der Rassentrennung eingeführt; bei George D Kelsey, dem Leiter der „School of Religion“, hörte er von Mahatma Gandhis gewaltfreiem Widerstand.",3.7
512,583,Die heute im Park liegenden Gletscher haben nur einen Bruchteil der ehemaligen Fläche und gehen infolge der auf den Klimawandel zurückzuführenden weltweiten Gletscherschmelze seit etwa 1850 massiv zurück.,4.0
604,683,"Außenpolitisch hatte er maßgeblichen Anteil am Zustandekommen der Anti-Hitler-Koalition zwischen Großbritannien, den USA und der Sowjetunion, die schließlich den Sieg über Deutschland und Japan errang.",4.0
378,434,"Gemeint ist damit ein längerfristiger Massenverlust der Gletscher und nicht die in Gebirgen und Hochlagen alljährlich im Frühling einsetzende Schneeschmelze, auch nicht grundsätzlich das Schmelzen im Zehrgebiet, das bei Gletschern, die sich im Gleichgewicht mit dem Klima befinden, im gleichen Maße wie der Massengewinn im Nährgebiet auftritt.",5.555555556
126,153,"Der Kunde steckt seine Kundenkarte in den Automaten, danach öffnet sich ein Geldeingabeschacht, das Geld wird sofort auf Echtheit geprüft und dem Kunden auf seinem Konto gutgeschrieben (verbucht).",3.1
116,142,Bei einigen Automaten wurde die Greifhöhe abgesenkt; Tastatur und Ein/Ausgabe-Schächte befinden sich in einem geringeren Abstand zum Boden als bei Standardgeräten.,3.9
473,541,"Seit kurzem werden Zerfallsraten mittels Neutrinodetektoren auch direkt gemessen, in Übereinstimmung mit dem bekannten Ergebnis, allerdings noch sehr ungenau, ±40 %.",4.0
755,857,1884 begann er mit dem Violinspiel und erhielt Privatunterricht.,1.6
57,74,Hippokrates war ein bekannter Befürworter der Kaltwasserbehandlungen.,2.285714286
603,682,"Mit seiner Weigerung, in Verhandlungen mit Hitler einzutreten, und mit seinen Reden stärkte er in den kritischen Monaten des Frühjahrs und Sommers 1940 den britischen Widerstandswillen.",3.444444444
736,836,Mit den Eltern Albert Einsteins änderte sich das.,1.3
991,1111,"Sie entscheiden, welcher Betreuer Ihnen helfen soll.",1.0
369,424,"Die Temperatur eines Meeres beeinflusst ebenfalls die Aufnahme von Kohlenstoffdioxid, da Wasser bei steigender Temperatur weniger Kohlenstoffdioxid aufnehmen kann.",3.466666667
268,312,Die Thematik ist seit den 1990ern Ziel einer extensiven statistischen Langzeitstudie in den USA.,2.5
46,61,Es gab außerdem trockene Heißluftbäder.,1.545454545
349,402,"Hierzu werden derzeit drei verschiedene Modelle mit daraus folgenden Skalen angewendet, die um bis zu 0,12 Einheiten auseinander liegen.",3.0
195,235,"Der Bauplan ist genau dann ideal, wenn die Ruhepositionen des Würfels aufgrund seiner Symmetrie erst durch eine Beschriftung unterscheidbar werden.",4.0
102,123,Eine Unterteilung wird gleichfalls nach standortbedingter Bauform vorgenommen.,3.444444444
910,1030,Damit man auch mit dem Rollstuhl oder mit einer Geh-Hilfe gut in der Wohnung leben kann.,2.928571429
753,854,Besonders die Naturwissenschaftlichen Volksbücher von Aaron Bernstein gelten als prägend für sein Interesse und seine weitere Laufbahn.,2.625
803,913,"Seit der Gründung des Parlaments 1952 wurden seine Kompetenzen bei der EU-Rechtsetzung mehrmals deutlich erweitert, vor allem durch den Vertrag von Maastricht 1992 und zuletzt durch den Vertrag von Lissabon 2007, der am 1 Dezember 2009 in Kraft trat.",3.3
263,307,"Im Gegenteil stellt eine Familie heute dem Arbeitsmarkt im Durchschnitt tendenziell deutlich mehr Stunden Arbeitszeit zur Verfügung, als sie es Mitte des 20 Jahrhunderts tat.",3.0
929,1049,"Welche Rechte haben behinderte Menschen, wenn sie nicht mehr arbeiten?.",1.0
443,508,"Ungeachtet der Umweltverhältnisse kam zu diesem Zeitpunkt die Chemische Evolution in Gang, bei der sich organische Moleküle bildeten, die als Bausteine der Entstehung von Leben unerlässlich waren.",4.3
737,837,"Sein Vater Hermann Einstein stammte aus der oberschwäbischen Kleinstadt Buchau, in der es seit dem Mittelalter innerhalb des Territoriums des freiweltlichen Damenstifts Buchau eine bedeutende jüdische Gemeinde gab (siehe auch: Familie Einstein in Bad Buchau).",3.5
304,353,"Falls er in sehr kurzer Zeit erfolgen sollte, werden sowohl die ökonomischen Anpassungskosten als auch die Einflüsse auf die Natur voraussichtlich drastisch spürbar sein.",4.454545455
341,393,Verursacht wird sie durch die Aufnahme von Kohlenstoffdioxid (CO2) aus der Erdatmosphäre.,2.375
655,745,"1977 wurde die Regel insofern noch einmal verschärft, dass keine Mitglieder aus regierungsnahen Ausschüssen zugelassen werden, gleichzeitig mit der Namensänderung von „Nobel-Komitee des norwegischen Parlamentes“ in „Norwegisches Nobel-Komitee“.",4.166666667
313,362,"Den Hafen des schwedischen Luleå können viele Schiffe nicht mehr anlaufen, hier sinkt der Meeresspiegel jährlich ebenfalls um nahezu einen Zentimeter, prognostiziert für noch mindestens 600 weitere Jahre.",3.8
149,180,"Bereits im Jahre 1880 machte der US-amerikanische Physiker Charles Sumner Tainter (Columbia Graphophone Company) die Entdeckung, dass viele technische Nachteile der Edisonischen Walzen (umständliche Handhabung und aufwändige Vervielfältigung) beseitigt werden könnten, wenn man die Tonspur spiralförmig in die Oberfläche einer flachen, runden Scheibe eingraviert.",4.777777778
124,151,Geldautomaten neuerer Generation ermöglichen das Einzahlen von Bargeld.,1.5
952,1072,In der GWW haben sich 17 Organisationen zusammen-geschlossen.,1.4
895,1011,Auf dem College entdeckte er endgültig das Reden für sich und belegte bald vordere Plätze bei Studentenwettbewerben in politischer Rede.,2.333333333
50,66,"Es gibt keine Belege, dass Gymnasia vor der römischen Zeit ihren Nutzern bereits heißes Wasser anboten, obwohl dieses zur Entfernung des Öls und Schmutzes besser geeignet gewesen wäre.",3.7
353,406,"Die wichtigsten Ursachen für diese Differenz um 0,25 Einheiten sind die Temperatur des Wassers, der lokale Auftrieb von kohlenstoffdioxidreichem Tiefenwasser, sowie die biologische Produktivität, die dort, wo sie hoch ist, in Form von Meereslebewesen viel Kohlenstoffdioxid bindet und in tiefere Wasserschichten transportiert.",5.0
524,596,"Das Erscheinungsbild des Nationalparks prägen die quer zum Hauptkamm verlaufenden von eiszeitlichen Gletschern ausgeschliffenen Trogtäler mit über 750 Seen, von denen nur 131 einen offiziellen Namen tragen.",5.555555556
142,171,Bei der Wiedergabe wird die Abtastspitze eines Tonabnehmers entsprechend ausgelenkt.,4.0
470,538,Es ergibt sich eine Leistung aus radioaktivem Zerfall von etwa 20 bis 30 Terawatt oder 40 bis 50 kW/km².,3.222222222
399,456,Im Nährgebiet (Akkumulationsgebiet) bleibt zumindest ein Teil des Schnees auch während des Sommers erhalten und formt sich dann zu Gletschereis um.,2.375
682,776,Ebenso spielen die kolonialen Grenzziehungen bei heutigen regionalen Konflikten eine Rolle wie auch die weitere Verbundenheit der Länder im Commonwealth of Nations.,3.333333333
320,372,"Bei Einhaltung des Zwei-Grad-Ziels könnte die Rate weltweit auf 5,2 % reduziert werden.",2.555555556
19,26,"Seifenblasen mit reinem Wasser zu machen ist so schwierig, weil die Oberflächenspannung zu hoch ist, wodurch die Blase sofort zerplatzt.",3.333333333
881,995,"Mit 14 Jahren fuhr er von Atlanta nach Dublin in Georgia, um dort an einem Redner-Wettbewerb teilzunehmen, den er auch gewann.",2.0
859,972,"Die Vorbereitungen zur endlichen Verwirklichung einer Wirtschafts- und Währungsunion waren zwar bereits vor dem Ende der Blockkonfrontation 1989 in ein konkretes Stadium getreten, ihre Durchsetzung allen dann folgenden Krisen und Widrigkeiten zum Trotz ist aber – wie der Unionsvertrag – kaum zu denken ohne die deutsch-französische Achse Mitterrand-Kohl und ohne die Dynamik einer grundlegend veränderten Welt- und europapolitischen Lage.",5.625
880,994,"King empfand schon früh solche Segregation als große Ungerechtigkeit, in dieser Haltung wurde er vor allem durch die väterliche Erziehung geprägt.",2.142857143
407,464,Im Gegensatz zur Lufttemperatur existieren für den Niederschlag keine eindeutigen Trends.,2.0
537,610,Durch diese spezielle Entstehung hebt sich die Lewis range im Osten ohne Vorgebirge aus der Ebene der Great Plains.,4.307692308
677,769,"So wurde anlässlich der Verleihung des Preises an die Europäische Union am 10 Dezember 2012 von ehemaligen Preisträgern erklärt, die EU sei „eindeutig kein Vorkämpfer für den Frieden“ und die Entscheidung verfälsche den Willen Alfred Nobels.",5.0
38,50,"Die im späten 8 Jahrhundert v Chr niedergeschriebene Odyssee, die die Abenteuer des Königs Odysseus von Ithaka und seiner Gefährten auf der Heimkehr aus dem Trojanischen Krieg schildert, belegt in zahlreichen Versen den hohen Stellenwert, den die Griechen einer Reinigung mit Wasser beimaßen.",4.285714286
175,212,"Bekannte Beispiele im Freizeitbereich sind etwa Kniffel oder Zehntausend, bei denen jeweils bestimmten Augenkombinationen unterschiedlich viele Punkte zugeordnet sind.",3.176470588
245,287,"Spätestens im 14 Jahrhundert etablierte sich das Handwerk der Barbiere, die neben medizinischen Tätigkeiten auch die Rasur vornahmen.",2.4
903,1023,Zum Beispiel: Die Betriebe schaffen mehr Arbeits-Plätze für ältere Menschen.,1.533333333
801,911,"Seit 1979 wird es alle fünf Jahre (zuletzt 2014) in allgemeinen, unmittelbaren, freien, geheimen, aber nicht gleichen Europawahlen von den Bürgern der EU gewählt.",3.785714286
989,1109,Sie übernehmen mehr Verantwortung für Ihr Leben.,1.4
935,1055,Es gibt 2 Ausweise.,1.0
154,185,"Er hatte sich mehrere Jahre lang mit dem Edison-Phonographen befasst und früher als Edison erkannt, dass die Zukunft der Tonaufzeichnung in erster Linie im Unterhaltungsbereich lag.",3.666666667
638,722,Sie ist seit 2017 mit 9 Millionen Schwedischen Kronen (ca 874000 Euro) dotiert.,1.5
287,335,"Globale Erwärmung ist der beobachtete und prognostizierte Trend zu einer im Vergleich zu den vorindustriellen Werten höheren globalen Durchschnittstemperatur mit Folgen wie steigenden Meeresspiegeln, Gletscherschmelze, Verschiebung von Klimazonen, Vegetationszonen und Lebensräumen, verändertes Auftreten von Niederschlägen, stärkere oder häufigere Wetterextreme wie Überschwemmungen, Stürme und Dürren, Ausbreitung von Parasiten und tropischen Krankheiten sowie mehr Umweltflüchtlingen.",5.5
625,708,Über diesen Feldzug verfasste er das Buch The River War: An Historical Account of the Reconquest of the Sudan.,2.3125
157,188,"Er konstruierte ein Gerät, das die Schallwellen nicht wie bei Edisons Höhenschrift-Phonographen in vertikaler, durch Auf-und-ab-Bewegung des Schneidstichels entstehender Modulation speicherte, sondern die Rille horizontal auslenkte; die mechanischen Schwingungen ließ er eine Stahlnadel schneckenförmig in eine dick mit Ruß überzogene Glasplatte einritzen.",5.7
569,643,"Die wohl älteste Form des Recyclings ist die traditionelle Düngemittelnutzung von pflanzlichen und tierischen Abfällen, insbesondere Ernte­resten, Mist und Gülle, in der Landwirtschaft, die wohl so alt ist wie diese selbst.",3.222222222
810,920,"Dies bewirkt auch, dass die einzelnen Europa-Abgeordneten unabhängiger sind und mit Verhandlungsgeschick und Sachkenntnis größeren Einfluss auf die EU-Gesetzgebung haben, als es Abgeordneten nationaler Parlamente möglich ist.",4.7
17,23,"Die Erzeugung von Seifenblasen ist möglich, da die Oberfläche einer Flüssigkeit – in diesem Falle des Wassers – eine Oberflächenspannung besitzt, die zu einem elastischen Verhalten der Oberfläche führt.",4.4
127,154,"So kann der Kunde jederzeit, also auch außerhalb der offiziellen Öffnungszeiten, Bargeld einzahlen und der Aufwand der Bank für einen Nachttresor entfällt.",2.777777778
322,374,In den Ozeanen ist weltweit etwa 50-mal mehr Kohlenstoff enthalten als in der Atmosphäre.,1.444444444
255,298,Sinkende Geburten- und Fertilitätsraten wirken sich in manchen Ländern auf die bisherige Sozial- und Familienpolitik sowie die Arbeitsmarktpolitik aus.,3.307692308
717,816,"Premierminister David Lloyd George honorierte diesen wichtigen Beitrag, indem er 1917 mit den Premierministern der Dominions das Reichskriegskabinett (Imperial War Cabinet) bildete, um die gemeinsamen Anstrengungen zu koordinieren.",3.0
84,102,"Dieser Berührungspunkt kann insbesondere daher problematisch werden, da das menschliche Becken mit seinen Sitzbeinhöckern und dem Schambein (bzw den Schambeinkufen, auch Schambeinkamm genannt) durch den Kippwinkel des Beckens Auswirkungen auf die Biegung der gesamten Wirbelsäule hat.",5.888888889
190,229,"Als Zufallsgenerator eingesetzt, wird von einem Würfel üblicherweise eine Gleichverteilung der möglichen Ergebnisse erwartet.",4.0
115,141,"Einige GAA wurden für Rollstuhlfahrer oder kleine Menschen optimiert: Zugänge zu Bankautomaten wurden mit Rampen versehen, um Treppen umgehen zu können.",2.333333333
673,765,Nur eines der Komiteemitglieder war für eine Vergabe.,2.0
606,685,Nach Kriegsende wurde Winston Churchill zum Vordenker eines politisch geeinten Europa.,1.8
180,217,"Ein eher seltenes, komplett auf Würfel als Spielmaterial setzendes Spielprinzip ist das der Sammelwürfelspiele, bei denen man analog zu Sammelkartenspielen eine Vielzahl von Würfeln käuflich erwerben und taktisch einsetzen muss.",4.555555556
301,349,"Ob diese und weitere Folgen eintreten und wie stark sie sein werden, wird dabei recht unterschiedlich eingeschätzt.",2.9
827,937,"Dieses Initiativrecht hat auf EU-Ebene nur die EU-Kommission, die nach Art 225 AEU-Vertrag allerdings vom Europäischen Parlament zu dessen Ausübung aufgefordert werden kann.",4.777777778
777,882,"Auf drei Schiffen des III Geschwaders weigerten sich die Matrosen, die Anker zu lichten.",2.909090909
789,896,Dabei wurden sieben Personen getötet und 29 schwer verletzt.,1.0
11,15,"Zudem erfolgt im Laufe des Auslaufprozesses eine Anreicherung von Seifenfilm-stabilisierenden Tensidmolekülen im unteren Bereich der Seifenblase, sodass deren obere Region infolge des relativen Mangels von an die Oberfläche adsorbierten Tensidmolekülen zusätzlich destabilisiert wird.",5.7
723,822,Auch zur Quantenphysik leistete er wesentliche Beiträge.,3.222222222
517,589,Die Westgrenze des Parks bilden North Fork und Middle Fork des Flathead Rivers; die Südgrenze verläuft an dessen Zufluss Bear Creek.,2.125
372,427,"Am wichtigsten ist die sogenannte physikalische Kohlenstoffpumpe: Kohlenstoffreiches Oberflächenwasser kühlt sich in der Arktis ab, wird schwerer und sinkt ab, dann wird das kohlenstoffreiche Wasser über die kalte Tiefenströmung des globalen Förderbandes weiträumig in den Tiefen der Ozeane verteilt.",4.3
45,58,Häufig enthielten sie nur ein Waschbecken in Hüfthöhe.,3.4
988,1108,Das ist neu und spannend.,1.0
157,188,"Er konstruierte ein Gerät, das die Schallwellen nicht wie bei Edisons Höhenschrift-Phonographen in vertikaler, durch Auf-und-ab-Bewegung des Schneidstichels entstehender Modulation speicherte, sondern die Rille horizontal auslenkte; die mechanischen Schwingungen ließ er eine Stahlnadel schneckenförmig in eine dick mit Ruß überzogene Glasplatte einritzen.",5.7
811,921,Das Bundesverfassungsgericht spricht dem Europäischen Parlament in seinem Urteil zum Lissabon-Vertrag vom 30 Juni 2009 nur eine eingeschränkte demokratische Legitimation zu und sieht seine Entscheidungskompetenzen bezüglich weiterer Schritte einer europäischen Integration dadurch begrenzt.,4.8
171,207,"Jedoch existieren viele andere, im Folgenden ebenfalls beschriebene Würfel.",2.1
16,22,Die Blasenwand ist dicker und gleichmäßiger und übersteht auch einen Nadelstich.,3.5
511,582,Der Glacier-Nationalpark bezieht seinen Namen von der durch Vergletscherung während des Eiszeitalters geprägten Landschaft.,3.9
48,63,300 Jahre später wurde das so genannte Hypokaustum zur Beheizung der Badeanlagen eingeführt.,2.352941176
191,231,"Dann nennt man den Würfel einen fairen, idealen oder echten Würfel oder – nach Pierre-Simon Laplace, der an der Gleichverteilung forschte – einen Laplace-Würfel.",3.538461538
916,1036,"Jeder Mensch soll sich aussuchen können, welchen Beruf er lernen möchte.",1.6
515,587,"Der Berg ist der Wasserscheidepunkt an dessen Flanken sich die Einzugsgebiete des Pazifischen Ozeans, des Atlantischen Ozeans über den Golf von Mexiko und des Arktischen Ozeans über die Hudson Bay berühren.",3.0
893,1009,Neben dem Studium wurde King mit 17 Jahren Hilfsprediger seines Vaters an der Ebenezer Baptist Church in Atlanta.,2.411764706
885,999,"Dann mussten die beiden verschiedene Schulen besuchen, und die Eltern seines Freundes teilten King mit, dass er nicht mehr mit ihrem Sohn spielen könne, weil er schwarz sei.",1.666666667
480,548,Diese lokale Abkühlung ihrerseits bewirkt dann eine Vergrößerung des Zuflussbereichs.,3.444444444
283,329,Die Väterbewegung setzt sich für eine Gleichstellung von Mutter- und Vaterrolle ein .,2.9
783,889,"Sie schickten Delegationen zu den Offizieren, die aber nicht angehört wurden.",3.1
714,813,Der Beitrag der Truppen dieser Dominions während der Schlacht von Gallipoli gegen das Osmanische Reich hatte einen großen Einfluss auf ihr Bewusstsein als Nation.,4.0
225,267,Rasiermesser bestanden aus Kupfer oder Bronze.,1.538461538
26,35,"Die Ursprünge der europäischen Badekultur liegen in der Antike, als öffentliche Thermen auch eine wichtige soziale Funktion hatten.",1.7
852,965,"Bald danach – zum 1 Januar 1995 – traten mit Österreich, Schweden und Finnland nach zügigen Beitrittsverhandlungen drei Staaten der EU bei, die bis zum Ende der Ost-West-Konfrontation durch ihre strikte Neutralitätspolitik daran gehindert waren.",3.714285714
437,501,"In letzter Zeit kommt die 40Ar/39Ar-Datierung verstärkt zum Einsatz, da diese Methode auf der Grundlage des Edelgases Argon erheblich präzisere Ergebnisse als die herkömmliche Kalium-Argon-Datierung ermöglicht.",3.5
451,517,"Der Kohlenstoff wurde dem normalen Kreislauf entzogen, weil die Cyanobakterien nicht von anderen Organismen verstoffwechselt wurden, sondern sich am Meeresboden absetzten, wo sie fein verteilt in den Sedimenten ablagerten oder im küstennahen, lichtdurchfluteten Flachwasserbereich als Stromatolithe fossilisierten.",6.0
364,418,"Die Ozeane spielen im Kohlenstoffkreislauf der Erde als Kohlenstoffsenke eine wichtige Rolle, da 70 Prozent der Erdoberfläche von Wasser bedeckt sind.",3.5
229,271,"Doppelschneidige Rasiermesser kamen in Mittel- und Westeuropa, einschließlich der britischen Inseln, im 16 Jahrhundert v Chr in Gebrauch, einschneidige Rasiermesser dagegen ausschließlich in Skandinavien im 15 Jahrhundert v Chr.",3.25
37,48,Im antiken Griechenland und bei den Römern hatte die Badekultur einen sehr hohen Stellenwert.,1.8
